sep=,
CUSTOM.date [local],CUSTOM.updateTime [local],OSD.flyTime,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.yaw,OSD.yaw [360],OSD.directionOfTravel,OSD.flycState,OSD.flycCommand,OSD.flightAction,OSD.gpsNum,OSD.gpsLevel,OSD.isGPSUsed,OSD.nonGPSCause,OSD.droneType,OSD.isSwaveWork,OSD.waveError,OSD.goHomeStatus,OSD.batteryType,OSD.ctrlDevice,OSD.isOnGround,OSD.isMotorOn,OSD.isMotorBlocked,OSD.motorStartFailedCause,OSD.motorFailReason,OSD.isImuPreheated,OSD.imuInitFailReason,OSD.isAcceletorOverRange,OSD.isBarometerDeadInAir,OSD.isCompassError,OSD.isGoHomeHeightModified,OSD.canIOCWork,OSD.isNotEnoughForce,OSD.isOutOfLimit,OSD.isPropellerCatapult,OSD.isVibrating,OSD.isVisionUsed,OSD.voltageWarning,GIMBAL.mode,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],GIMBAL.isPitchAtLimit,GIMBAL.isRollAtLimit,GIMBAL.isYawAtLimit,GIMBAL.isStuck,CAMERA.isPhoto,CAMERA.isVideo,CAMERA.filename,CAMERA.sdCardIsInserted,CAMERA.sdCardState,RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.mode,RC.goHomeDepressed,RC.recordDepressed,RC.shutterDepressed,RC.playbackDepressed,RC.wheelDepressed,RC.wheelOffset,RC.custom1Depressed,RC.custom2Depressed,RC.custom3Depressed,RC.custom4Depressed,BATTERY.chargeLevel,BATTERY.currentPV [V],BATTERY.currentCapacity [mAh],BATTERY.fullCapacity [mAh],BATTERY.voltage [V],BATTERY.isCellVoltageEstimated,BATTERY.cellVoltage1 [V],BATTERY.cellVoltage2 [V],BATTERY.cellVoltage3 [V],BATTERY.cellVoltage4 [V],BATTERY.maxCellVoltageDeviation,BATTERY.isCellVoltageDeviationHigh,BATTERY.isVoltageLow,BATTERY.current [A],BATTERY.temperature [F],BATTERY.minTemperature [F],BATTERY.maxTemperature [F],BATTERY.usefulTime [s],BATTERY.goHomeTime [s],BATTERY.landTime [s],BATTERY.goHomeBattery,BATTERY.landBattery,BATTERY.safeFlyRadius,BATTERY.volumeConsume,BATTERY.status,BATTERY.goHomeStatus,BATTERY.goHomeCountdown,BATTERY.lowWarning,BATTERY.lowWarningGoHome,BATTERY.seriousLowWarning,BATTERY.seriousLowWarningLanding,BATTERY.timesCharged,MC.failSafeAction,MC.isObstacleAvoidanceEnabled,MC.isCollisionAvoidanceEnabled,MC.isRthObstacleAvoidanceEnabled,MC.isBraking,MC.isAvoidingObstacle,MC.isAvoidingActiveObstacle,MC.isAscentLimitedByObstacle,MC.isLandingConfirmationNeeded,MC.atLowAltitudeLimit,MC.atDistanceLimit,MC.atAirportAltitudeLimit,MC.atAirportBoundary,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isCompassCalibrating,HOME.compassCalibrationState,HOME.isMultipleFlightModeEnabled,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [ft],HOME.courseLockAngle,HOME.forceLandingHeight [ft],HOME.dataRecorderFileIndex,WEATHER.windDirection,WEATHER.windRelativeDirection,WEATHER.windSpeed [MPH],WEATHER.maxWindSpeed [MPH],WEATHER.windStrength,WEATHER.isFacingWind,WEATHER.isFlyingIntoWind,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftName,RECOVER.aircraftSerial,RECOVER.cameraSerial,RECOVER.rcSerial,RECOVER.batterySerial,DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.aircraftName,DETAILS.aircraftSerial,DETAILS.cameraSerial,DETAILS.rcSerial,DETAILS.batterySerial,DETAILS.appName,DETAILS.appType,DETAILS.appVersion,DETAILS.guid,SERIAL.flightController,SERIAL.camera,SERIAL.gimbal,SERIAL.rc,SERIAL.battery,SERIAL.battery2,APPGPS.latitude,APPGPS.longitude,APPGPS.accuracy,APP.tip,APP.warning
1/9/2019,7:21:02.15 PM,4m 8.4s,248.4,29.5794995381108,-95.7535871880481,252.9,253.2,37.7,331,6579.9,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-17.3,3.6,-70.5,289.5,294.7,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1147,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,15.999,4939,5880,15.999,False,4.034,4.031,4.023,4.007,0.105,False,False,9.694,91.3,78.8,91.4,1692,33,30,18,11,40969.0,10504.89,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,868.7,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:02.26 PM,4m 8.5s,248.5,29.5795042630475,-95.7535988982702,252.9,253.2,37.7,331,6584.0,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-17.4,3.5,-70.6,289.4,294.8,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1139,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,15.999,4939,5880,15.999,False,4.034,4.031,4.023,4.007,0.105,False,False,9.694,91.3,78.8,91.4,1692,33,30,18,11,40969.0,10504.89,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,869.5,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:02.37 PM,4m 8.6s,248.6,29.5795092966852,-95.7536112393633,252.9,253.2,37.7,331,6588.3,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-17.3,3.6,-70.5,289.5,295.1,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1136,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,15.999,4939,5880,15.999,False,4.034,4.031,4.023,4.007,0.105,False,False,9.694,91.3,78.8,91.4,1692,33,30,18,11,40969.0,10504.89,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,870.3,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:02.47 PM,4m 8.7s,248.7,29.5795140893652,-95.7536230266958,252.9,253.2,37.7,331,6592.4,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-17.3,3.5,-70.5,289.5,295.0,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1136,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,15.999,4939,5880,15.999,False,4.034,4.031,4.023,4.007,0.105,False,False,9.694,91.3,78.8,91.4,1692,33,30,18,11,40969.0,10504.89,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,871.1,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:02.57 PM,4m 8.8s,248.8,29.5795191551027,-95.7536352681798,252.9,253.2,37.7,331,6596.7,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-17.4,3.5,-70.5,289.5,295.4,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1138,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,15.999,4939,5880,15.999,False,4.034,4.031,4.023,4.007,0.105,False,False,9.694,91.3,78.8,91.4,1692,33,30,18,11,40969.0,10504.89,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,872.0,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:02.68 PM,4m 8.9s,248.9,29.5795239323582,-95.7536471267911,252.9,253.2,37.7,331,6600.9,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-17.4,3.6,-70.5,289.5,294.8,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1137,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,15.999,4939,5880,15.999,False,4.034,4.031,4.023,4.007,0.105,False,False,9.694,91.3,78.8,91.4,1692,33,30,18,11,40969.0,10504.89,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,872.9,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:02.78 PM,4m 9.0s,249.0,29.5795289543231,-95.7536595928291,252.9,253.2,37.7,331,6605.2,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0.223694,2.908022,-17.5,3.6,-70.6,289.4,294.8,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1136,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,15.999,4939,5880,15.999,False,4.034,4.031,4.023,4.007,0.105,False,False,9.694,91.3,78.8,91.4,1692,33,30,18,11,40969.0,10504.89,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,873.8,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:02.89 PM,4m 9.1s,249.1,29.5795337372064,-95.7536714529771,252.9,253.2,37.7,331,6609.4,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-17.2,4,-70.5,289.5,294.8,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1135,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,15.999,4939,5880,15.999,False,4.034,4.031,4.023,4.007,0.105,False,False,9.694,91.3,78.8,91.4,1692,33,30,18,11,40969.0,10504.89,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,874.7,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:02.95 PM,4m 9.2s,249.2,29.5795389125838,-95.7536839393468,252.9,253.2,37.7,331,6613.8,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0.223694,2.908022,-17.5,3.9,-70.6,289.4,295.4,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1133,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,16.044,4939,5880,16.044,False,4.018,4.025,4.022,4.013,0.105,False,False,10.594,91.3,78.8,91.4,1727,34,30,18,11,40136.5,10291.41,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,875.7,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:03.05 PM,4m 9.3s,249.3,29.5795437106834,-95.7536958113155,252.9,253.2,37.7,331,6617.9,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0.223694,2.908022,-17.3,3.5,-70.5,289.5,294.9,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1144,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,16.044,4939,5880,16.044,False,4.018,4.025,4.022,4.013,0.105,False,False,10.594,91.3,78.8,91.4,1727,34,30,18,11,40136.5,10291.41,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,876.6,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:03.15 PM,4m 9.4s,249.4,29.5795487266035,-95.7537083016647,252.9,253.2,37.7,331,6622.3,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-17.2,3.6,-70.5,289.5,294.7,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1146,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,16.044,4939,5880,16.044,False,4.018,4.025,4.022,4.013,0.105,False,False,10.594,91.3,78.8,91.4,1727,34,30,18,11,40136.5,10291.41,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,877.6,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:03.25 PM,4m 9.5s,249.5,29.5795534467462,-95.7537200676411,252.9,253.2,37.7,331,6626.4,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-17.4,3.9,-70.6,289.4,294.7,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1131,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,16.044,4939,5880,16.044,False,4.018,4.025,4.022,4.013,0.105,False,False,10.594,91.3,78.8,91.4,1727,34,30,18,11,40136.5,10291.41,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,878.6,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:03.35 PM,4m 9.6s,249.6,29.5795581404168,-95.7537317786118,252.6,253.2,37.7,331,6630.5,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-17.1,4,-70.6,289.4,294.7,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69,291,False,False,False,False,False,True,,True,Normal,,,1152,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,16.044,4939,5880,16.044,False,4.018,4.025,4.022,4.013,0.105,False,False,10.594,91.3,78.8,91.4,1727,34,30,18,11,40136.5,10291.41,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,879.5,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:03.45 PM,4m 9.7s,249.7,29.5795629124612,-95.7537436281606,252.6,253.2,37.7,331,6634.6,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-16.7,3.9,-70.5,289.5,294.8,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69.1,290.9,False,False,False,False,False,True,,True,Normal,,,1159,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,16.044,4939,5880,16.044,False,4.018,4.025,4.022,4.013,0.105,False,False,10.594,91.3,78.8,91.4,1727,34,30,18,11,40136.5,10291.41,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,880.5,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:03.55 PM,4m 9.8s,249.8,29.5795681003451,-95.7537564516568,252.6,253.2,37.7,331,6639.1,29.028552,30.629745,12.079476,18.790296,-26.395892,29.08022,0,2.908022,-16.8,3.7,-70.6,289.4,294.9,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69.1,290.9,False,False,False,False,False,True,,True,Normal,,,1163,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,16.044,4939,5880,16.044,False,4.018,4.025,4.022,4.013,0.105,False,False,10.594,91.3,78.8,91.4,1727,34,30,18,11,40136.5,10291.41,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,881.6,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
1/9/2019,7:21:03.65 PM,4m 9.9s,249.9,29.5795729734833,-95.7537684752458,252.6,253.2,37.7,331,6643.3,29.122347,30.629745,12.30317,18.790296,-26.395892,29.08022,0,2.908022,-16.9,3.5,-70.7,289.3,294.9,P-GPS (Brake),Other,,17,5,True,,Phantom 4 Pro V2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-14.2,0,-69.1,290.9,False,False,False,False,False,True,,True,Normal,,,1165,1684,1024,1024,1,False,False,False,False,False,0,False,False,False,False,84,16.044,4939,5880,16.044,False,4.018,4.025,4.022,4.013,0.105,False,False,10.594,91.3,78.8,91.4,1727,34,30,18,11,40136.5,10291.41,,Idle,,30,,10,,5,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,29.5771915921311,-95.7542618432844,882.7,,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,98.4,,9.8,69,,,,,Calm,False,False,iOS,4.3.9,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,940.7,29733.3,254.9,31.02166,11.408394,4,617,CRASARP4PV2-1,11VKF6E002033A,0BDDF7500153E0,0WGUF7C00200FC,0DQAF1S03202RE,,iOS,4.3.9,09BB88B9-9094-14A7-FB95-66237314EC40,11VKF6E002033A,0BDDF7500153E0,,0WGUF7C00200FC,0DQAF1S03202RE,,,,,,
