latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
36.1331,33.23082,324.57,0.48,0.65,2021-07-30,2244,N,VIIRS,n,2,300.74,16.22,N,0
36.13284,33.2364,349.8,0.48,0.65,2021-07-30,2244,N,VIIRS,n,2,302.91,9.76,N,3
36.1326,33.24136,325.65,0.48,0.65,2021-07-30,2244,N,VIIRS,n,2,300.2,9.76,N,0
36.12723,33.22654,338.2,0.48,0.65,2021-07-30,2244,N,VIIRS,n,2,297.27,16.22,N,3
36.12696,33.23229,353.62,0.48,0.65,2021-07-30,2244,N,VIIRS,n,2,301.49,9.76,N,3
36.12671,33.23753,311.61,0.48,0.65,2021-07-30,2244,N,VIIRS,n,2,297.27,9.76,N,3
41.24292,36.46309,318.25,0.42,0.61,2021-07-31,0023,N,VIIRS,n,2,290.99,2.69,N,2
41.24154,36.46786,307.59,0.42,0.61,2021-07-31,0023,N,VIIRS,n,2,289.56,1.23,N,2
41.23864,36.46498,307.37,0.42,0.61,2021-07-31,0023,N,VIIRS,n,2,288.21,1.25,N,2
41.02534,36.09871,302.91,0.41,0.6,2021-07-31,0023,N,VIIRS,n,2,287.05,0.48,N,0
41.56327,32.42768,304.2,0.52,0.5,2021-07-31,0023,N,VIIRS,n,2,290.22,0.98,N,0
41.17633,32.63659,303.15,0.55,0.51,2021-07-31,0023,N,VIIRS,n,2,292.22,1.63,N,2
41.17183,32.63454,308.52,0.55,0.51,2021-07-31,0023,N,VIIRS,n,2,290.55,1.63,N,2
39.15285,39.08727,297.58,0.64,0.72,2021-07-31,0024,N,VIIRS,n,2,285.99,0.62,N,0
41.26596,31.42424,316.08,0.47,0.48,2021-07-31,0024,N,VIIRS,n,2,293.98,3.55,N,2
39.1501,39.08678,303.22,0.64,0.72,2021-07-31,0024,N,VIIRS,n,2,286.47,1.31,N,0
39.14822,39.09267,301.47,0.64,0.72,2021-07-31,0024,N,VIIRS,n,2,286.74,1.31,N,0
41.25448,31.41343,316.69,0.47,0.48,2021-07-31,0024,N,VIIRS,n,2,291.72,2.16,N,2
40.76528,32.21642,305.44,0.53,0.5,2021-07-31,0024,N,VIIRS,n,2,284.58,1.16,N,2
38.66364,39.23462,301.68,0.67,0.74,2021-07-31,0024,N,VIIRS,n,2,289.61,0.74,N,2
41.63112,27.68585,304.26,0.48,0.4,2021-07-31,0024,N,VIIRS,n,2,293.2,1.11,N,2
41.01954,28.55529,308.51,0.53,0.42,2021-07-31,0024,N,VIIRS,n,2,294.43,1.83,N,2
40.75554,29.76329,311.79,0.41,0.45,2021-07-31,0024,N,VIIRS,n,2,294.13,1.31,N,2
40.78277,29.60069,309.4,0.4,0.44,2021-07-31,0024,N,VIIRS,n,2,296.66,1.76,N,2
40.18618,29.22606,306.42,0.39,0.44,2021-07-31,0024,N,VIIRS,n,2,294.66,1.05,N,2
40.44658,27.14094,316.83,0.48,0.4,2021-07-31,0024,N,VIIRS,n,2,295.7,2.49,N,3
40.44299,27.13968,319.03,0.48,0.4,2021-07-31,0024,N,VIIRS,n,2,298.05,2.49,N,2
39.48518,30.03928,298.88,0.45,0.47,2021-07-31,0024,N,VIIRS,n,2,288.38,1.41,N,2
39.48407,30.04421,308.94,0.45,0.47,2021-07-31,0024,N,VIIRS,n,2,289.97,1.2,N,2
37.29383,37.15744,306.1,0.58,0.7,2021-07-31,0024,N,VIIRS,n,2,295.08,1.37,N,2
37.29294,37.15807,306.35,0.58,0.7,2021-07-31,0024,N,VIIRS,n,2,295.04,1.45,N,2
39.8665,26.24301,317.14,0.45,0.39,2021-07-31,0024,N,VIIRS,n,2,297.79,2.48,N,2
39.86412,26.24532,313.18,0.45,0.39,2021-07-31,0024,N,VIIRS,n,2,296.69,1.77,N,2
38.65639,30.62009,310.67,0.5,0.49,2021-07-31,0024,N,VIIRS,n,2,289.89,1.39,N,2
37.33179,35.55791,320.05,0.48,0.65,2021-07-31,0024,N,VIIRS,n,2,295.17,2.9,N,0
39.25777,27.7363,311.56,0.53,0.42,2021-07-31,0024,N,VIIRS,n,2,294.88,1.53,N,0
37.33005,35.55663,304.46,0.48,0.65,2021-07-31,0024,N,VIIRS,n,2,294.14,1.44,N,0
37.0198,36.10775,306.28,0.52,0.67,2021-07-31,0024,N,VIIRS,n,2,294.76,1.09,N,2
37.02075,36.10757,305.75,0.52,0.67,2021-07-31,0024,N,VIIRS,n,2,294.5,1.83,N,2
36.73279,36.21064,306.83,0.54,0.68,2021-07-31,0024,N,VIIRS,n,2,295.53,3.53,N,2
36.7302,36.19645,306.81,0.54,0.68,2021-07-31,0024,N,VIIRS,n,2,295.22,4.4,N,2
36.715,36.20216,331.56,0.54,0.68,2021-07-31,0024,N,VIIRS,n,2,294.28,4.57,N,2
38.75407,26.94953,312.25,0.5,0.41,2021-07-31,0024,N,VIIRS,n,2,296.42,1.28,N,2
38.74189,26.95153,312.47,0.5,0.41,2021-07-31,0024,N,VIIRS,n,2,298.4,3.11,N,2
38.73572,26.94335,317.13,0.5,0.41,2021-07-31,0024,N,VIIRS,n,2,300.22,3.1,N,2
38.7421,26.9497,318.26,0.5,0.41,2021-07-31,0024,N,VIIRS,n,2,299.62,2.36,N,2
38.73842,26.94849,312.93,0.5,0.41,2021-07-31,0024,N,VIIRS,n,2,301.03,2.36,N,2
38.73477,26.94715,316.71,0.5,0.41,2021-07-31,0024,N,VIIRS,n,2,299.56,3.8,N,2
38.72966,26.93345,308.3,0.5,0.41,2021-07-31,0024,N,VIIRS,n,2,297.05,1.46,N,0
36.86711,34.76389,307.61,0.45,0.63,2021-07-31,0024,N,VIIRS,n,2,295.89,1.81,N,2
38.42485,27.21697,310.35,0.52,0.42,2021-07-31,0025,N,VIIRS,n,2,298.07,1.51,N,2
36.98866,31.50219,335.4,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,298.37,5.44,N,0
36.99035,31.49536,308.78,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,296.9,5,N,0
36.98969,31.47704,321.06,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,298.91,45.52,N,0
36.98816,31.48323,367,0.6,0.53,2021-07-31,0025,N,VIIRS,h,2,309.26,45.52,N,0
36.98676,31.48889,327.06,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,301.57,5.59,N,0
36.98531,31.49472,335.49,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,300.48,5.59,N,0
36.98371,31.50117,328.22,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,299.05,4.54,N,0
36.98471,31.47616,352.99,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,317.34,45.52,N,0
36.98326,31.48199,351.66,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,311.65,45.52,N,0
36.98194,31.48734,324.1,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,301.41,5.59,N,0
36.98819,31.46212,310.94,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,297.93,9.61,N,0
36.98057,31.49286,310.19,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,298.2,5.59,N,0
36.97891,31.49954,308.07,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,297.35,4.54,N,0
36.98302,31.46207,350.91,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,304.92,12.47,N,0
36.98137,31.46869,330.89,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,301.58,12.47,N,0
36.97984,31.47486,322.78,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,301.72,6.17,N,0
36.97842,31.48056,326.14,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,301.12,6.17,N,0
36.96905,31.51825,323.52,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,298.63,10.61,N,0
36.97786,31.46189,367,0.6,0.53,2021-07-31,0025,N,VIIRS,h,2,305.77,12.47,N,0
36.9638,31.51839,341.3,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,303.24,10.61,N,0
36.97464,31.45394,322.18,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,300.94,35.39,N,0
36.97302,31.46048,348.9,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,305.04,11.54,N,0
36.95365,31.53818,347.13,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,303.75,14.93,N,0
36.95222,31.54388,367,0.61,0.53,2021-07-31,0025,N,VIIRS,h,2,306.76,14.93,N,0
36.95022,31.55192,331.21,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,301.26,10.37,N,0
36.97157,31.44544,328.12,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,301.64,35.39,N,0
36.96983,31.45243,354.28,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,317.13,35.39,N,0
36.96823,31.45885,326.94,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,302.36,11.54,N,0
36.95362,31.51739,327.8,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,301.72,8.61,N,0
36.95017,31.53119,339.72,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,303.63,16.61,N,0
36.94872,31.53703,355.25,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,305.8,14.93,N,0
36.94725,31.54286,321.89,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,300.31,14.93,N,0
36.96664,31.44437,367,0.6,0.53,2021-07-31,0025,N,VIIRS,h,2,308.41,8.14,N,0
36.96496,31.45112,326.79,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,303.28,8.14,N,0
36.96822,31.43802,312.71,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,300.66,31.66,N,0
36.96342,31.4573,319.31,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,302.66,8.45,N,0
36.94518,31.53027,318.99,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,300.21,6.96,N,0
36.96483,31.43082,341.89,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,308.45,31.66,N,0
36.96328,31.43704,351.02,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,319.07,31.66,N,0
36.9617,31.44335,331,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,306.09,8.14,N,0
36.96008,31.44984,313.96,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,302.31,8.14,N,0
36.91394,31.63391,318.63,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,299.92,5.76,N,0
36.91093,31.64586,314.98,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,298.48,4.22,N,0
36.96138,31.42381,344.64,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,306.41,60.6,N,0
36.9599,31.42974,355.73,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,324.73,28.36,N,0
36.95832,31.4361,354.78,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,312,28.36,N,0
36.95674,31.4424,323.56,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,303.25,12.42,N,0
36.90583,31.64522,338.46,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,302.04,11.67,N,0
36.90428,31.65137,320.93,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,299.88,4.46,N,0
36.90081,31.66511,340.28,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,302.3,7.82,N,0
36.89903,31.67219,332.88,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,301.86,7.82,N,0
36.90261,31.65802,319.75,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,299.79,4.46,N,0
36.95802,31.41653,344.21,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,315.54,60.6,N,0
36.95651,31.42257,343.58,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,325.46,60.6,N,0
36.95496,31.42874,355.65,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,315.61,28.36,N,0
36.95342,31.4349,330.02,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,306.79,28.36,N,0
36.89746,31.65754,320.99,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,299.85,4.46,N,0
36.89405,31.67105,339.15,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,302.8,7.82,N,0
36.95481,31.40858,341.12,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,306.52,39.44,N,0
36.95325,31.41485,344.82,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,335.03,66.26,N,0
36.9517,31.42102,351.62,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,316.74,66.26,N,0
36.95021,31.42699,343.33,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,307.66,9.07,N,0
36.88939,31.66862,320.1,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,301.1,7.81,N,0
36.88776,31.67509,336.06,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,302.39,6.21,N,0
36.8863,31.68085,313.62,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,299.45,6.21,N,0
36.95004,31.40695,347.82,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,309.36,39.44,N,0
36.94846,31.41324,355.1,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,315.01,66.26,N,0
36.94691,31.41941,331.21,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,304.17,66.26,N,0
36.88194,31.67726,329.52,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.22,6.21,N,0
36.88059,31.68258,343.34,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.35,11.21,N,0
36.94546,31.42521,315.5,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,301.78,9.07,N,0
36.96874,31.44532,347.68,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,305.99,17.51,N,0
36.96707,31.45222,355.69,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,306.36,7.81,N,0
36.96556,31.45843,321.63,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,302.12,7.81,N,0
36.94785,31.5313,340.88,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,302.69,8.71,N,0
36.94645,31.53702,332.49,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,301.45,8.71,N,0
36.95131,31.51704,319.38,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,299.7,6.37,N,0
36.94495,31.54317,315.63,0.61,0.53,2021-07-31,0025,N,VIIRS,n,2,298.67,5.84,N,0
36.96687,31.43172,325.42,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,302,13.49,N,0
36.96536,31.43791,356.76,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,309.2,17.51,N,0
36.96382,31.44427,345.76,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,306.91,17.51,N,0
36.96221,31.4509,318.65,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,302.73,7.81,N,0
36.96072,31.45703,315.22,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,301.91,7.81,N,0
36.96196,31.43059,367,0.6,0.53,2021-07-31,0025,N,VIIRS,h,2,322.64,62.25,N,0
36.96042,31.43695,352.49,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,318.46,23.93,N,0
36.95888,31.44327,329.45,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,304.62,23.93,N,0
36.91222,31.63436,321.82,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.17,7.91,N,0
36.90931,31.64622,338.49,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.5,4.89,N,0
36.90446,31.66599,325.94,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,299.78,6.07,N,0
36.95997,31.41751,329.79,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,303.74,23.05,N,0
36.95852,31.42346,353.89,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,321.37,62.25,N,0
36.95703,31.42959,367,0.6,0.53,2021-07-31,0025,N,VIIRS,h,2,318.35,62.25,N,0
36.95548,31.43595,340.27,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,308.52,23.93,N,0
36.90104,31.65856,331.92,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.81,6.07,N,0
36.89929,31.66569,327.49,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,301.17,6.07,N,0
36.89756,31.67272,338.14,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,302.55,8.78,N,0
36.90422,31.64557,317.2,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.18,4.89,N,0
36.90269,31.65183,317.87,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,299.5,4.89,N,0
36.95518,31.41594,344.67,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,336.55,96.93,N,0
36.95367,31.42212,340.93,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,321.88,32.3,N,0
36.9522,31.42816,351,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,310.98,32.3,N,0
36.89269,31.67112,341.3,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,303.4,8.94,N,0
36.95071,31.43426,315.14,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,303.45,9.62,N,0
36.95194,31.40798,345.25,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,312.23,96.93,N,0
36.9504,31.41428,350.56,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,320.18,96.93,N,0
36.94889,31.42045,348.29,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,306.82,32.3,N,0
36.94746,31.42634,321.55,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,302.89,32.3,N,0
36.88652,31.67478,336.75,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,301.78,8.94,N,0
36.88511,31.6805,319.13,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,299.8,6.29,N,0
36.94715,31.40637,345.64,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,305.06,36.54,N,0
36.94566,31.41247,367,0.6,0.53,2021-07-31,0025,N,VIIRS,h,2,313.78,36.54,N,0
36.94417,31.41858,324.39,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,302.13,5.07,N,0
36.88074,31.67688,323.66,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,298.94,8.06,N,0
36.87939,31.68231,342.73,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.09,8.06,N,0
36.94272,31.4245,313.26,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,300.48,5.07,N,0
36.94245,31.40443,353.22,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,312.63,36.54,N,0
36.94101,31.4103,367,0.6,0.53,2021-07-31,0025,N,VIIRS,h,2,318.01,36.54,N,0
36.93956,31.41626,332.25,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,301.92,5.07,N,0
36.87185,31.6915,342.16,0.63,0.54,2021-07-31,0025,N,VIIRS,n,2,303.17,8.08,N,0
36.87039,31.69738,339.19,0.63,0.54,2021-07-31,0025,N,VIIRS,n,2,300.02,9.16,N,0
36.93803,31.4225,315.75,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,299.7,5.07,N,0
36.87321,31.68601,310.39,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,298.14,8.08,N,0
36.93956,31.39506,341,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,306.01,131.6,N,0
36.93779,31.40232,352.11,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,308.21,107.93,N,0
36.93631,31.40833,336.41,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,321.41,107.93,N,0
36.93486,31.41426,343.75,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,305.42,16.35,N,0
36.86824,31.68478,333.18,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,299.45,15.02,N,0
36.86671,31.69098,367,0.63,0.54,2021-07-31,0025,N,VIIRS,h,2,310.61,15.02,N,0
36.93331,31.42058,315.87,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,298.3,16.35,N,0
36.87142,31.67197,308.22,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,296.46,2.94,N,0
36.86982,31.67842,317.59,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,297.14,2.94,N,0
36.8651,31.69746,314.83,0.63,0.54,2021-07-31,0025,N,VIIRS,n,2,296.51,8.09,N,0
36.93497,31.39263,347.36,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,321.5,131.6,N,0
36.93311,31.40025,331.25,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,325.7,107.93,N,0
36.93151,31.40681,350.74,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,300.96,107.93,N,0
36.93005,31.41275,332.59,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,298.12,16.35,N,0
36.8683,31.6633,320.99,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,296.81,5.94,N,0
36.8649,31.67703,320.83,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,298.3,2.94,N,0
36.86324,31.68374,324.48,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,298.57,15.02,N,0
36.92854,31.41888,313.37,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,297.44,16.35,N,0
36.86657,31.67028,314.83,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,296.86,2.94,N,0
36.8616,31.69033,318.13,0.63,0.54,2021-07-31,0025,N,VIIRS,n,2,297.17,15.02,N,0
36.93034,31.39041,341.13,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,300.41,29.05,N,0
36.92843,31.39822,349.47,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,301.41,12.98,N,0
36.92673,31.40517,331.68,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,298.68,12.98,N,0
36.86518,31.65466,342.66,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.08,10.41,N,0
36.86354,31.66126,342.58,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,301.31,10.41,N,0
36.85995,31.67576,321.46,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.08,9.8,N,0
36.7627,32.06487,338.96,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,301.85,5.05,N,0
36.76188,32.06813,329.76,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,301.86,5.05,N,0
36.76115,32.07103,332.42,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,302.23,4.08,N,0
36.76043,32.07385,329.04,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,301.72,4.08,N,0
36.92519,31.41145,319.79,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,297.08,4.14,N,0
36.92371,31.41748,312.95,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,297.18,4.14,N,0
36.86169,31.66875,311.88,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,298.59,9.8,N,0
36.91886,31.4161,330.18,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,296.98,4.14,N,0
36.85495,31.67469,355.4,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,306.83,9.8,N,0
36.75474,32.07497,334.27,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,300.96,3.52,N,0
36.75392,32.07825,320.86,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,298.38,3.55,N,0
36.92185,31.40393,309.67,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,296.75,12.98,N,0
36.9203,31.41024,319.31,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,296.1,4.14,N,0
36.85672,31.66754,312.86,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,299.06,9.8,N,0
36.75556,32.07175,315.9,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,298.75,3.52,N,0
36.9155,31.40865,323.17,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,296.51,8.73,N,0
36.91409,31.41438,342.33,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,299.76,8.73,N,0
36.85538,31.65175,347.09,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,301.73,18.76,N,0
36.85176,31.66634,337.09,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,301.63,15.23,N,0
36.75599,32.04866,314.35,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,299.27,3.04,N,0
36.74956,32.0741,309.35,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,295.05,0.9,N,0
36.74878,32.07718,306.24,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,294.61,0.9,N,0
36.90931,31.41274,350.67,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,300.01,8.73,N,0
36.85027,31.65116,367,0.62,0.54,2021-07-31,0025,N,VIIRS,h,2,302.36,18.76,N,0
36.84856,31.65804,354.03,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,305.65,18.76,N,0
36.84668,31.66557,342.99,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,307.02,15.23,N,0
36.76029,32.01027,341.71,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,302.85,8.27,N,0
36.75947,32.01355,355.27,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,304.22,8.27,N,0
36.7586,32.01698,367,0.33,0.55,2021-07-31,0025,N,VIIRS,h,2,308.2,17.89,N,0
36.75771,32.02049,353.43,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,309.96,17.89,N,0
36.74093,32.0868,330.61,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,294.92,3.3,N,0
36.91073,31.40697,308.69,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,295.51,8.73,N,0
36.90783,31.41875,310.37,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,296.66,8.01,N,0
36.85323,31.63927,311.48,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.1,5.17,N,0
36.85174,31.64523,315.4,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.59,5.17,N,0
36.75677,32.02424,312.69,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,301.23,7.55,N,0
36.74953,32.05286,311.67,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,298.46,3.34,N,0
36.73997,32.0906,307.11,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,294.19,1.47,N,0
36.90455,31.411,327.5,0.6,0.53,2021-07-31,0025,N,VIIRS,n,2,298.87,8.28,N,0
36.84802,31.63907,337.42,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,303.13,7.82,N,0
36.84661,31.6447,324.52,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,301.89,7.82,N,0
36.8451,31.65075,347,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,306.42,162.54,N,0
36.8434,31.65759,349.68,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,309,162.54,N,0
36.84165,31.66461,329.71,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,300.19,5.24,N,0
36.75589,32.00637,367,0.33,0.55,2021-07-31,0025,N,VIIRS,h,2,305.53,5.97,N,0
36.755,32.00991,339.09,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,302.67,5.97,N,0
36.75674,32.00303,314.06,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,300.51,7.09,N,0
36.75415,32.01326,315.46,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,300.76,2.72,N,0
36.73641,32.08331,310.86,0.33,0.55,2021-07-31,0025,N,VIIRS,n,2,293.35,1.78,N,0
36.83989,31.65057,335.2,0.62,0.54,2021-07-31,0025,N,VIIRS,n,2,334.66,162.54,N,0
