latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
37.88301,31.76284,335.49,0.51,0.66,2020-08-19,0953,N,VIIRS,l,2,308.54,9.43,D,0
37.88551,31.74878,336.72,0.51,0.66,2020-08-19,0953,N,VIIRS,l,2,308.83,4.49,D,0
38.43635,33.34217,337.29,0.41,0.61,2020-08-19,0953,N,VIIRS,n,2,310.33,2.15,D,0
39.48404,34.86934,339.76,0.32,0.55,2020-08-19,0953,N,VIIRS,n,2,312.25,2.22,D,0
38.98733,31.75752,339.54,0.48,0.64,2020-08-19,0953,N,VIIRS,n,2,310.05,3.89,D,0
39.71662,33.92998,339.4,0.35,0.57,2020-08-19,0953,N,VIIRS,n,2,312.03,1.73,D,0
40.28825,34.07008,367,0.34,0.56,2020-08-19,0953,N,VIIRS,h,2,315.07,4.95,D,0
40.28724,34.06626,350.41,0.34,0.56,2020-08-19,0953,N,VIIRS,n,2,310.55,4.95,D,0
41.24114,36.46561,331.82,0.49,0.48,2020-08-19,0953,N,VIIRS,n,2,306.3,2.15,D,2
37.8047,31.75652,367,0.34,0.56,2020-08-19,1133,N,VIIRS,h,2,314.85,16.24,D,0
36.72571,33.80925,367,0.43,0.62,2020-08-19,1133,N,VIIRS,h,2,319.01,26.39,D,0
36.72628,33.80982,367,0.43,0.62,2020-08-19,1133,N,VIIRS,h,2,315.58,25.31,D,0
36.72605,33.80491,351.21,0.43,0.62,2020-08-19,1133,N,VIIRS,n,2,310.84,12.91,D,0
36.83319,34.87457,334.31,0.49,0.65,2020-08-19,1133,N,VIIRS,l,2,304.51,3.53,D,0
36.9166,35.12082,348.36,0.5,0.66,2020-08-19,1133,N,VIIRS,n,2,300.69,7.22,D,0
36.92277,35.12049,367,0.5,0.66,2020-08-19,1133,N,VIIRS,h,2,301.39,26.48,D,0
36.93887,34.90566,339.28,0.49,0.65,2020-08-19,1133,N,VIIRS,n,2,300.93,8.38,D,0
36.93863,34.89989,348.23,0.49,0.65,2020-08-19,1133,N,VIIRS,n,2,302.76,7.27,D,0
37.30077,35.77813,367,0.55,0.68,2020-08-19,1133,N,VIIRS,h,2,304.36,15.65,D,0
37.30142,35.79751,337.96,0.55,0.68,2020-08-19,1133,N,VIIRS,n,2,302.42,4.74,D,0
37.30212,35.77634,367,0.55,0.68,2020-08-19,1133,N,VIIRS,h,2,306.14,16.32,D,0
37.30267,35.79575,337.52,0.55,0.68,2020-08-19,1133,N,VIIRS,n,2,302.66,2.72,D,0
37.79927,31.75316,367,0.34,0.56,2020-08-19,1133,N,VIIRS,h,2,313.13,12.9,D,0
37.81037,31.76379,339.06,0.34,0.56,2020-08-19,1133,N,VIIRS,l,2,309.23,5.42,D,0
37.81012,31.7599,350.75,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,312.73,4.85,D,0
37.80987,31.75597,344.2,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,315.95,4.85,D,0
37.81555,31.76326,351.91,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,313.93,5.42,D,0
37.81505,31.75545,343.04,0.34,0.56,2020-08-19,1133,N,VIIRS,l,2,314.88,4.85,D,0
37.81851,31.72802,339.13,0.33,0.56,2020-08-19,1133,N,VIIRS,l,2,313.07,4.07,D,0
37.84878,31.71344,367,0.33,0.56,2020-08-19,1133,N,VIIRS,h,2,318.2,7.76,D,0
37.84853,31.7097,367,0.33,0.56,2020-08-19,1133,N,VIIRS,h,2,318.78,9.27,D,0
37.84903,31.71718,342.77,0.33,0.56,2020-08-19,1133,N,VIIRS,n,2,310.7,7.76,D,0
37.84829,31.70595,342.88,0.33,0.56,2020-08-19,1133,N,VIIRS,n,2,316.55,9.27,D,0
37.85393,31.71266,341.63,0.33,0.56,2020-08-19,1133,N,VIIRS,n,2,314.2,7.76,D,0
37.86113,31.74285,367,0.34,0.56,2020-08-19,1133,N,VIIRS,h,2,313.93,5.75,D,0
37.86243,31.76241,345.62,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,312.45,8.34,D,0
37.86191,31.75454,344.57,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,313.11,5.11,D,0
37.86165,31.75061,343.84,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,312.01,5.11,D,0
37.86809,31.76924,367,0.34,0.56,2020-08-19,1133,N,VIIRS,h,2,311.92,9.17,D,0
37.8676,31.76171,367,0.34,0.56,2020-08-19,1133,N,VIIRS,h,2,314.23,8.34,D,0
37.86835,31.77311,355.69,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,309.37,8.77,D,0
37.86785,31.76549,349.67,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,311.61,9.17,D,0
37.86629,31.74218,343.22,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,310.13,5.75,D,0
37.84973,31.71421,367,0.33,0.56,2020-08-19,1133,N,VIIRS,h,2,316.09,8.87,D,0
37.84951,31.71048,367,0.33,0.56,2020-08-19,1133,N,VIIRS,h,2,316.61,9.37,D,0
37.84929,31.70674,348.26,0.33,0.56,2020-08-19,1133,N,VIIRS,n,2,317.21,9.37,D,0
37.85488,31.71338,344.49,0.33,0.56,2020-08-19,1133,N,VIIRS,n,2,314.18,8.87,D,0
37.86309,31.76332,367,0.34,0.56,2020-08-19,1133,N,VIIRS,h,2,313.41,9.22,D,0
37.86238,31.75151,352.67,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,313.45,10.69,D,0
37.86191,31.7437,351.27,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,313.22,10.6,D,0
37.86168,31.73983,354.41,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,310.68,6.27,D,0
37.86872,31.77012,367,0.34,0.56,2020-08-19,1133,N,VIIRS,h,2,313.44,9.23,D,0
37.86826,31.76259,367,0.34,0.56,2020-08-19,1133,N,VIIRS,h,2,312.85,9.22,D,0
37.86849,31.76636,345.02,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,311.14,9.23,D,0
37.88377,31.76037,351.86,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,311.54,4.24,D,0
37.88895,31.75973,339.46,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,308.72,4.24,D,0
39.03371,34.61346,367,0.49,0.65,2020-08-19,1133,N,VIIRS,h,2,312.16,7.11,D,0
39.04004,34.61926,342.01,0.49,0.65,2020-08-19,1133,N,VIIRS,n,2,310.4,7.11,D,0
39.03982,34.61338,341.82,0.49,0.65,2020-08-19,1133,N,VIIRS,n,2,311.14,7.11,D,0
39.03347,34.61568,355.14,0.49,0.65,2020-08-19,1133,N,VIIRS,n,2,310.27,11.34,D,0
39.03328,34.60979,342.54,0.49,0.65,2020-08-19,1133,N,VIIRS,n,2,311.36,7.35,D,0
39.03957,34.61558,353.74,0.49,0.65,2020-08-19,1133,N,VIIRS,n,2,311.96,8.1,D,0
38.99253,31.75647,343.92,0.34,0.56,2020-08-19,1133,N,VIIRS,n,2,308.08,6.52,D,0
39.01144,31.89465,346,0.35,0.57,2020-08-19,1133,N,VIIRS,n,2,313.54,2.86,D,0
39.01698,31.89839,343.48,0.35,0.57,2020-08-19,1133,N,VIIRS,n,2,313.16,2.94,D,0
39.01591,31.89875,344.12,0.35,0.57,2020-08-19,1133,N,VIIRS,n,2,313.67,2.48,D,0
39.0157,31.8947,338.16,0.35,0.57,2020-08-19,1133,N,VIIRS,l,2,312.24,2.48,D,0
39.04696,31.88429,367,0.35,0.57,2020-08-19,1133,N,VIIRS,h,2,314.89,10.52,D,0
38.75477,26.95136,335.37,0.38,0.43,2020-08-19,1133,N,VIIRS,l,2,307.39,2.21,D,2
41.17875,32.63414,331.01,0.4,0.6,2020-08-19,1134,N,VIIRS,l,2,305.52,1.68,D,2
41.0197,28.558,332.45,0.49,0.48,2020-08-19,1134,N,VIIRS,n,2,302.99,4.35,D,2
41.02092,28.55534,332.12,0.49,0.48,2020-08-19,1134,N,VIIRS,l,2,302.2,3.85,D,2
39.58412,43.90023,297.13,0.37,0.58,2020-08-19,2211,N,VIIRS,n,2,285.33,0.68,N,0
38.24039,43.91526,305.63,0.36,0.57,2020-08-19,2212,N,VIIRS,n,2,282.02,0.96,N,0
38.24212,41.98009,302.17,0.46,0.63,2020-08-19,2212,N,VIIRS,n,2,290.37,0.81,N,0
37.80096,42.12463,307.26,0.45,0.63,2020-08-19,2212,N,VIIRS,n,2,296.3,2.01,N,0
37.59613,42.04169,312.24,0.45,0.63,2020-08-19,2212,N,VIIRS,n,2,293.49,0.98,N,0
37.59015,42.04369,334.35,0.45,0.63,2020-08-19,2212,N,VIIRS,n,2,294.33,4.77,N,0
37.57646,42.0858,303.65,0.45,0.63,2020-08-19,2212,N,VIIRS,n,2,292.89,1.14,N,0
41.24312,36.46358,324.5,0.52,0.42,2020-08-19,2352,N,VIIRS,n,2,292.05,3.8,N,2
41.02531,36.10071,303.69,0.51,0.41,2020-08-19,2352,N,VIIRS,n,2,286.4,0.99,N,0
41.02533,36.10008,300.87,0.51,0.41,2020-08-19,2352,N,VIIRS,n,2,286.24,0.73,N,0
40.93538,35.88292,297.23,0.5,0.41,2020-08-19,2352,N,VIIRS,n,2,285.79,0.91,N,2
41.56657,32.42966,311.29,0.39,0.36,2020-08-19,2352,N,VIIRS,n,2,290.26,1.09,N,0
41.56326,32.4287,307.04,0.39,0.36,2020-08-19,2352,N,VIIRS,n,2,288.29,1.09,N,0
40.86784,34.7453,307.81,0.45,0.39,2020-08-19,2352,N,VIIRS,n,2,290.88,1.24,N,0
39.23248,39.5303,306.76,0.54,0.5,2020-08-19,2352,N,VIIRS,n,2,283.48,0.84,N,0
41.02215,28.55513,312.83,0.41,0.37,2020-08-19,2352,N,VIIRS,n,2,288.88,1.43,N,2
41.01876,28.55433,311.55,0.41,0.37,2020-08-19,2352,N,VIIRS,n,2,288.09,1.57,N,2
40.78258,29.60176,306.28,0.39,0.36,2020-08-19,2352,N,VIIRS,n,2,293.82,0.8,N,2
40.7589,29.7619,304.74,0.39,0.36,2020-08-19,2352,N,VIIRS,n,2,293.51,0.98,N,2
40.77927,29.60084,304.13,0.39,0.36,2020-08-19,2352,N,VIIRS,n,2,292.52,0.8,N,2
40.75803,29.35937,302.81,0.39,0.36,2020-08-19,2352,N,VIIRS,n,2,291.96,0.9,N,3
38.66303,39.23589,300.78,0.53,0.5,2020-08-19,2352,N,VIIRS,n,2,290.38,1.03,N,0
39.94448,33.19294,304.74,0.42,0.38,2020-08-19,2352,N,VIIRS,n,2,288.28,1.03,N,2
38.45238,38.72731,305.63,0.51,0.49,2020-08-19,2352,N,VIIRS,n,2,291.42,1.45,N,2
37.5916,42.0806,303.96,0.4,0.6,2020-08-19,2352,N,VIIRS,n,2,292.03,1.29,N,0
37.59051,42.08462,318.31,0.4,0.6,2020-08-19,2352,N,VIIRS,n,2,293.72,1.29,N,0
37.59588,42.04351,306.53,0.39,0.6,2020-08-19,2352,N,VIIRS,n,2,293.02,0.64,N,0
38.45614,38.72658,304.38,0.51,0.49,2020-08-19,2352,N,VIIRS,n,2,293.55,1.18,N,2
37.5907,42.08276,322.96,0.4,0.6,2020-08-19,2352,N,VIIRS,n,2,293.82,2.56,N,0
39.83535,30.29842,299.56,0.38,0.36,2020-08-19,2352,N,VIIRS,n,2,288.47,1.08,N,2
39.00346,34.64391,301.79,0.48,0.4,2020-08-19,2352,N,VIIRS,n,2,286.04,0.7,N,0
39.00508,34.64328,302.19,0.48,0.4,2020-08-19,2352,N,VIIRS,n,2,285.77,0.68,N,0
40.02832,28.1226,302.73,0.41,0.37,2020-08-19,2352,N,VIIRS,n,2,289.09,0.65,N,0
39.14524,33.32455,336.88,0.43,0.38,2020-08-19,2352,N,VIIRS,n,2,287.91,6.96,N,0
39.14481,33.32234,332.04,0.43,0.38,2020-08-19,2352,N,VIIRS,n,2,286.16,2.94,N,0
39.14391,33.32724,295.41,0.43,0.38,2020-08-19,2352,N,VIIRS,n,2,285.25,2.94,N,0
37.62076,40.24356,299.56,0.32,0.54,2020-08-19,2352,N,VIIRS,n,2,289.1,0.38,N,0
39.06458,33.04422,302.76,0.42,0.38,2020-08-19,2352,N,VIIRS,n,2,287.88,0.85,N,0
37.70949,39.36979,300.37,0.57,0.52,2020-08-19,2352,N,VIIRS,n,2,289.77,0.36,N,0
39.48425,30.04295,303.17,0.38,0.36,2020-08-19,2352,N,VIIRS,n,2,288.19,0.85,N,2
37.5821,39.06346,338.38,0.55,0.51,2020-08-19,2352,N,VIIRS,n,2,292.54,10.6,N,0
37.5811,39.06292,337.95,0.55,0.51,2020-08-19,2352,N,VIIRS,n,2,290.99,6.9,N,0
37.57965,39.06901,302.85,0.55,0.51,2020-08-19,2352,N,VIIRS,n,2,290.06,6.9,N,0
37.69386,38.08469,305.85,0.49,0.49,2020-08-19,2352,N,VIIRS,n,2,293.94,1.08,N,2
37.63857,38.14013,316.11,0.49,0.49,2020-08-19,2352,N,VIIRS,n,2,290.62,2.23,N,0
39.25904,27.73533,300.61,0.41,0.37,2020-08-19,2353,N,VIIRS,n,2,289.23,0.76,N,0
39.18318,27.49678,307.37,0.42,0.38,2020-08-19,2353,N,VIIRS,n,2,291.47,0.83,N,2
39.09124,27.51052,303.13,0.42,0.37,2020-08-19,2353,N,VIIRS,n,2,291.29,0.79,N,0
37.9378,32.53228,300.86,0.42,0.38,2020-08-19,2353,N,VIIRS,n,2,288.93,0.56,N,0
38.75218,26.95275,302.95,0.43,0.38,2020-08-19,2353,N,VIIRS,n,2,292.33,1.25,N,2
38.74235,26.94565,320.81,0.43,0.38,2020-08-19,2353,N,VIIRS,n,2,293.78,1.75,N,2
38.73886,26.94488,320.89,0.43,0.38,2020-08-19,2353,N,VIIRS,n,2,295.34,1.75,N,2
38.73822,26.94981,310.75,0.43,0.38,2020-08-19,2353,N,VIIRS,n,2,293.53,1.75,N,2
38.73536,26.94419,316.66,0.43,0.38,2020-08-19,2353,N,VIIRS,n,2,296.38,2.53,N,2
38.73282,26.964,310.58,0.43,0.38,2020-08-19,2353,N,VIIRS,n,2,292.77,1.25,N,2
38.73557,26.94265,313.66,0.43,0.38,2020-08-19,2353,N,VIIRS,n,2,295.12,1.93,N,2
38.73296,26.96246,306.41,0.43,0.38,2020-08-19,2353,N,VIIRS,n,2,292.44,0.81,N,2
36.82292,37.26654,318.48,0.46,0.47,2020-08-19,2353,N,VIIRS,n,2,294.27,2.06,N,0
37.82279,31.72926,300.04,0.4,0.37,2020-08-19,2353,N,VIIRS,n,2,287.25,0.52,N,0
38.4556,27.26455,305.22,0.42,0.38,2020-08-19,2353,N,VIIRS,n,2,294.62,0.54,N,2
38.42629,27.2187,307.41,0.42,0.38,2020-08-19,2353,N,VIIRS,n,2,294.48,0.73,N,2
36.73889,36.2099,313.6,0.41,0.45,2020-08-19,2353,N,VIIRS,n,2,295.87,3.71,N,2
36.73484,36.20857,308.38,0.41,0.45,2020-08-19,2353,N,VIIRS,n,2,294.9,2.26,N,2
37.86316,29.37176,314,0.38,0.36,2020-08-19,2353,N,VIIRS,n,2,293.58,1.5,N,2
36.86806,34.76046,308.25,0.53,0.42,2020-08-19,2353,N,VIIRS,n,2,296.16,2.29,N,2
37.76998,27.43669,305.22,0.41,0.37,2020-08-19,2353,N,VIIRS,n,2,294.96,0.92,N,2
37.25381,30.44358,309.19,0.39,0.36,2020-08-19,2353,N,VIIRS,n,2,292.04,1.78,N,2
37.38283,44.01791,343.65,0.43,0.46,2020-08-20,0933,N,VIIRS,n,2,310.74,3.01,D,0
36.81667,39.9931,348.43,0.36,0.57,2020-08-20,0933,N,VIIRS,n,2,315.8,17.67,D,0
37.57382,42.08984,335.84,0.54,0.51,2020-08-20,0933,N,VIIRS,n,2,310.56,6.25,D,0
37.57265,42.08492,352.33,0.54,0.51,2020-08-20,0933,N,VIIRS,n,2,311.65,6.25,D,0
37.59739,42.08554,338.01,0.54,0.51,2020-08-20,0933,N,VIIRS,l,2,309.34,6.92,D,0
37.59577,42.07871,351.37,0.54,0.51,2020-08-20,0933,N,VIIRS,n,2,313.94,13.18,D,0
37.59647,42.0401,338.14,0.54,0.51,2020-08-20,0933,N,VIIRS,l,2,312.3,4.73,D,0
37.57968,39.48656,367,0.37,0.58,2020-08-20,0933,N,VIIRS,h,2,320.68,13.02,D,0
37.5783,39.48756,348.03,0.37,0.58,2020-08-20,0933,N,VIIRS,n,2,318.72,7.9,D,0
37.57721,39.48345,346.54,0.37,0.58,2020-08-20,0933,N,VIIRS,n,2,319.55,7.02,D,0
37.58448,39.48943,367,0.37,0.58,2020-08-20,0933,N,VIIRS,h,2,320.41,9.82,D,0
37.5834,39.48535,367,0.37,0.58,2020-08-20,0933,N,VIIRS,h,2,319.51,9.82,D,0
38.2294,41.97795,341.71,0.53,0.5,2020-08-20,0933,N,VIIRS,n,2,312.04,7.7,D,0
38.23423,41.97779,342.46,0.53,0.5,2020-08-20,0933,N,VIIRS,n,2,309.62,7.7,D,0
37.47406,38.65624,338.17,0.41,0.6,2020-08-20,0933,N,VIIRS,n,2,308.98,5.43,D,0
37.69394,38.99544,354.84,0.39,0.59,2020-08-20,0933,N,VIIRS,n,2,317.86,9.71,D,0
38.17188,40.31767,349.38,0.32,0.55,2020-08-20,0933,N,VIIRS,l,2,319.61,8.45,D,0
37.32797,35.78382,333.71,0.57,0.69,2020-08-20,0934,N,VIIRS,n,2,293.6,4.59,D,0
38.74586,40.20901,343.05,0.63,0.54,2020-08-20,0934,N,VIIRS,l,2,314.1,13.53,D,0
38.74526,40.20829,344.53,0.63,0.54,2020-08-20,0934,N,VIIRS,n,2,315.1,8.31,D,0
39.3426,42.38182,345.48,0.47,0.48,2020-08-20,0934,N,VIIRS,l,2,317.96,8.87,D,0
38.55014,37.89109,355.83,0.42,0.61,2020-08-20,0934,N,VIIRS,n,2,315.26,5.88,D,0
38.23993,35.35249,333.23,0.57,0.69,2020-08-20,0934,N,VIIRS,n,2,305.18,4.76,D,0
41.18807,36.93219,328.76,0.39,0.6,2020-08-20,0934,N,VIIRS,n,2,295.83,2.52,D,0
36.60375,36.43855,335.58,0.32,0.55,2020-08-20,1114,N,VIIRS,n,2,305.46,2.13,D,0
36.71709,36.19871,335.72,0.63,0.54,2020-08-20,1114,N,VIIRS,n,2,301.61,11.43,D,2
36.71626,36.19991,343.04,0.63,0.54,2020-08-20,1114,N,VIIRS,n,2,301.43,4.81,D,2
36.73187,36.20563,330.78,0.63,0.54,2020-08-20,1114,N,VIIRS,l,2,301.69,13.75,D,2
36.94267,35.13138,342.19,0.55,0.51,2020-08-20,1114,N,VIIRS,n,2,301.99,9.77,D,0
36.95641,35.12343,354.17,0.55,0.51,2020-08-20,1114,N,VIIRS,n,2,303.58,29.75,D,0
36.9427,35.12926,345.85,0.55,0.51,2020-08-20,1114,N,VIIRS,n,2,301.76,9.66,D,0
36.95648,35.12128,343.95,0.55,0.51,2020-08-20,1114,N,VIIRS,n,2,304.91,24.45,D,0
37.13396,35.9114,336.03,0.61,0.54,2020-08-20,1114,N,VIIRS,n,2,302.57,7.42,D,0
37.21266,36.88334,342.25,0.35,0.56,2020-08-20,1114,N,VIIRS,l,2,313.03,1.62,D,0
36.93162,32.37738,344.72,0.39,0.44,2020-08-20,1114,N,VIIRS,n,2,310.74,3.99,D,0
37.27372,35.90192,342.45,0.61,0.54,2020-08-20,1114,N,VIIRS,n,2,303.95,7.3,D,0
37.27872,35.90172,355.58,0.61,0.54,2020-08-20,1114,N,VIIRS,n,2,306.6,31.61,D,0
37.28216,35.80964,347.34,0.61,0.53,2020-08-20,1114,N,VIIRS,n,2,305.41,20.68,D,0
37.28954,35.77381,343.17,0.6,0.53,2020-08-20,1114,N,VIIRS,n,2,306.77,7.36,D,0
37.29499,35.78022,331.04,0.6,0.53,2020-08-20,1114,N,VIIRS,l,2,304.87,11.85,D,0
37.29449,35.77328,344.06,0.6,0.53,2020-08-20,1114,N,VIIRS,n,2,305.51,7.36,D,0
37.59618,42.06898,341.59,0.67,0.74,2020-08-20,1114,N,VIIRS,n,2,312.72,9.42,D,0
37.60311,42.06992,367,0.67,0.74,2020-08-20,1114,N,VIIRS,h,2,311.41,9.42,D,0
37.60326,42.07709,343.53,0.67,0.74,2020-08-20,1114,N,VIIRS,n,2,310.64,25.96,D,0
37.31001,35.84885,331.3,0.61,0.53,2020-08-20,1114,N,VIIRS,l,2,303.39,3.39,D,0
37.31446,35.84129,341.24,0.61,0.53,2020-08-20,1114,N,VIIRS,n,2,304.97,7,D,0
37.32076,35.79139,344.35,0.6,0.53,2020-08-20,1114,N,VIIRS,n,2,302.88,10.1,D,0
37.32571,35.79085,344.32,0.6,0.53,2020-08-20,1114,N,VIIRS,n,2,304.53,10.1,D,0
37.3252,35.78391,344.28,0.6,0.53,2020-08-20,1114,N,VIIRS,n,2,305.94,9.12,D,0
37.29597,35.77913,331.64,0.6,0.53,2020-08-20,1114,N,VIIRS,l,2,303.64,7.47,D,0
37.31056,35.84782,335.54,0.61,0.53,2020-08-20,1114,N,VIIRS,n,2,303.86,6.66,D,0
37.31553,35.84726,340.26,0.61,0.53,2020-08-20,1114,N,VIIRS,n,2,304.22,6.66,D,0
37.32166,35.79026,350.94,0.6,0.53,2020-08-20,1114,N,VIIRS,n,2,303.7,11,D,0
37.32662,35.7897,346.15,0.6,0.53,2020-08-20,1114,N,VIIRS,n,2,304.77,10.26,D,0
37.32614,35.78274,337.75,0.6,0.53,2020-08-20,1114,N,VIIRS,n,2,305.28,10.26,D,0
37.59594,42.06853,337.28,0.67,0.74,2020-08-20,1114,N,VIIRS,n,2,312.12,10.46,D,0
37.60287,42.06955,367,0.67,0.74,2020-08-20,1114,N,VIIRS,h,2,311.75,10.32,D,0
37.60298,42.07671,343.12,0.67,0.74,2020-08-20,1114,N,VIIRS,n,2,310.77,10.32,D,0
37.35235,35.80087,333.41,0.61,0.53,2020-08-20,1114,N,VIIRS,n,2,300.89,2.15,D,0
37.55513,37.7608,343.25,0.39,0.59,2020-08-20,1114,N,VIIRS,l,2,314.52,4.22,D,0
37.63222,38.90397,350.63,0.45,0.63,2020-08-20,1114,N,VIIRS,n,2,314.32,7.72,D,0
37.74955,40.98338,344.09,0.59,0.7,2020-08-20,1114,N,VIIRS,n,2,313.83,7.07,D,0
37.7483,40.98564,338.99,0.59,0.7,2020-08-20,1114,N,VIIRS,l,2,313.51,8.31,D,0
38.12642,41.05904,367,0.6,0.7,2020-08-20,1114,N,VIIRS,h,2,317.47,23.48,D,0
38.12627,41.05267,343.71,0.6,0.7,2020-08-20,1114,N,VIIRS,n,2,314.28,12.84,D,0
37.81381,31.80636,347.08,0.57,0.43,2020-08-20,1114,N,VIIRS,l,2,317.56,22.12,D,0
37.54487,29.43026,345.67,0.45,0.39,2020-08-20,1114,N,VIIRS,n,2,317.6,13.2,D,0
37.81536,31.80482,350.11,0.57,0.43,2020-08-20,1114,N,VIIRS,n,2,316.5,23.57,D,0
37.95963,31.35465,341.11,0.54,0.42,2020-08-20,1114,N,VIIRS,l,2,311.41,10.71,D,0
37.86172,29.0427,344.47,0.44,0.38,2020-08-20,1114,N,VIIRS,n,2,314.45,14.72,D,0
38.76184,36.0997,346.52,0.33,0.55,2020-08-20,1114,N,VIIRS,n,2,315.67,4.49,D,0
38.32463,30.22769,337.04,0.49,0.4,2020-08-20,1114,N,VIIRS,l,2,309.86,2.84,D,0
39.236,39.5302,345.28,0.5,0.66,2020-08-20,1114,N,VIIRS,n,2,308.12,5.52,D,0
39.16773,36.89313,367,0.36,0.58,2020-08-20,1114,N,VIIRS,h,2,315.35,10.26,D,0
39.16747,36.8888,343.47,0.36,0.58,2020-08-20,1114,N,VIIRS,n,2,314.2,3.69,D,0
39.17009,36.8926,367,0.36,0.58,2020-08-20,1114,N,VIIRS,h,2,316.06,5.7,D,0
39.17031,36.89695,338.81,0.36,0.58,2020-08-20,1114,N,VIIRS,n,2,312.86,5.7,D,0
39.16986,36.88827,343,0.36,0.58,2020-08-20,1114,N,VIIRS,n,2,313.4,4.15,D,0
39.39977,40.50967,367,0.57,0.69,2020-08-20,1114,N,VIIRS,h,2,304.68,9.95,D,0
39.39956,40.50178,340.11,0.57,0.69,2020-08-20,1114,N,VIIRS,n,2,301.79,9.95,D,0
39.39972,40.50761,367,0.57,0.69,2020-08-20,1114,N,VIIRS,h,2,305.13,21.11,D,0
38.98995,31.74488,335.13,0.39,0.44,2020-08-20,1114,N,VIIRS,l,2,306.29,1.16,D,0
39.07884,31.89741,340.21,0.39,0.44,2020-08-20,1114,N,VIIRS,n,2,307.21,3.06,D,0
39.08246,31.8923,344.68,0.39,0.44,2020-08-20,1114,N,VIIRS,n,2,309.25,3.06,D,0
39.09196,31.86325,342.5,0.39,0.44,2020-08-20,1114,N,VIIRS,n,2,309.44,16.8,D,0
39.0915,31.85869,338.15,0.39,0.44,2020-08-20,1114,N,VIIRS,n,2,309.48,10.61,D,0
39.12949,32.0477,352.73,0.4,0.44,2020-08-20,1114,N,VIIRS,n,2,306.95,16.01,D,0
38.67505,27.00602,337.51,0.39,0.37,2020-08-20,1114,N,VIIRS,n,2,307.74,2.26,D,0
38.73724,26.94666,341.59,0.39,0.36,2020-08-20,1114,N,VIIRS,l,2,312.69,4.48,D,2
39.61855,29.79169,334.2,0.48,0.4,2020-08-20,1115,N,VIIRS,n,2,303.81,4.57,D,0
39.86647,26.24582,334.44,0.39,0.36,2020-08-20,1115,N,VIIRS,l,2,309.31,2.53,D,2
41.2427,36.46673,332.18,0.36,0.57,2020-08-20,1115,N,VIIRS,n,2,298.41,4.08,D,2
41.02148,28.55539,333.43,0.45,0.39,2020-08-20,1115,N,VIIRS,n,2,299.77,3.91,D,2
41.46537,27.02003,336.23,0.41,0.37,2020-08-20,1115,N,VIIRS,n,2,299.03,2.07,D,0
37.44323,42.56352,305.39,0.76,0.77,2020-08-20,2153,N,VIIRS,n,2,292.71,2.8,N,0
37.44141,42.5608,313.71,0.76,0.77,2020-08-20,2153,N,VIIRS,n,2,292.55,1.7,N,0
40.85993,37.14868,300.18,0.4,0.37,2020-08-20,2333,N,VIIRS,n,2,286.31,0.55,N,0
41.18379,32.63458,298.79,0.42,0.38,2020-08-20,2333,N,VIIRS,n,2,288.34,1.21,N,2
41.18033,32.63383,301.08,0.42,0.38,2020-08-20,2333,N,VIIRS,n,2,289.36,1.12,N,2
41.17687,32.63306,311.26,0.42,0.38,2020-08-20,2333,N,VIIRS,n,2,290.94,1.12,N,2
41.1734,32.63229,318.46,0.42,0.38,2020-08-20,2333,N,VIIRS,n,2,289.45,2.15,N,2
41.17287,32.63077,316.49,0.42,0.38,2020-08-20,2333,N,VIIRS,n,2,288.87,1.45,N,2
41.26665,31.42515,321.17,0.46,0.39,2020-08-20,2333,N,VIIRS,n,2,291.51,3.03,N,2
41.25711,31.41174,316.32,0.46,0.39,2020-08-20,2333,N,VIIRS,n,2,287.68,0.87,N,2
41.25349,31.41102,319.61,0.46,0.39,2020-08-20,2333,N,VIIRS,n,2,288.02,1.58,N,2
40.10369,36.29103,297.08,0.39,0.36,2020-08-20,2333,N,VIIRS,n,2,286.42,0.47,N,0
41.16978,27.79674,297.6,0.44,0.46,2020-08-20,2333,N,VIIRS,n,2,286.2,0.41,N,0
38.89257,41.56905,302.88,0.4,0.44,2020-08-20,2333,N,VIIRS,n,2,290.61,0.83,N,2
40.74715,29.76642,302.7,0.53,0.42,2020-08-20,2333,N,VIIRS,n,2,290.61,1.21,N,2
40.76816,29.53412,304.08,0.55,0.42,2020-08-20,2333,N,VIIRS,n,2,285.79,1.29,N,0
40.76495,29.5268,299.4,0.55,0.42,2020-08-20,2333,N,VIIRS,n,2,287.91,2.31,N,3
